category,text
Europe,Athens celebrates as Greece secure a surprise win in the men's synchronised diving.
Europe,AFP - Hundreds of people were feared trapped in southwest England after flash floods left a popular coastal tourist village under water and swept dozens of cars and caravans into the sea.
Top News,"CARACAS, Venezuela (Reuters) - Venezuela's left-wing  President Hugo Chavez easily survived a referendum on whether  he should step down, and international observers on Monday  dismissed furious opposition charges of fraud."
Business,NEW YORK (Reuters) - U.S. stocks rebounded on Monday as  worry about oil prices crunching corporate profits eased when  crude retreated from record highs.
Business,"NEW YORK/SAN FRANCISCO (Reuters) - Google Inc. appeared set  to start trading on Nasdaq on Wednesday, after the Web's No. 1  search engine asked regulators on Monday for final approval to  price its closely watched initial public offering."
Sports,"AP - No. 10 West Virginia has had a running back rush for 1,000 yards in eight straight seasons. It might be time for a quarterback to lead the way for a change."
Sports,ATHENS (Reuters) - Japan revived memories of their glorious  gymnastics past when they upstaged favorites China and United  States to snatch the Olympic men's team gold for the first time  in 28 years Monday.
Europe,The conscientious traveller will have had a peek at a Hungarian phrasebook before setting off.
Europe,German officials voiced concern Monday that their country has the most to lose with President Bush's announcement that tens of thousands of troops will come home over the next decade - changes that will have an ...
Europe,"Liechtenstein Crown Prince Alois has taken over the day to day running of the tiny principality's affairs from his father, Prince Hans-Adam II."
Europe,Australia's foreign minister is due to visit North Korea for talks aimed at breaking the deadlock over Pyongyang's nuclear programme.
Europe,The Cassini-Huygens mission in orbit around Saturn discovers two new moons around the ringed planet.
Top News,"NEW YORK/SAN FRANCISCO (Reuters) - Google Inc. appeared set  to start trading on Nasdaq on Wednesday, after the Web's No. 1  search engine asked regulators on Monday for final approval to  price its closely watched initial public offering."
Top News,Australia's foreign minister is due to visit North Korea for talks aimed at breaking the deadlock over Pyongyang's nuclear programme.
Top News,The Cassini-Huygens mission in orbit around Saturn discovers two new moons around the ringed planet.
Top News,On  CNN
Business,NEW YORK (Reuters) - The dollar posted modest gains against  most major currencies  on Monday after a report on flows into  U.S. assets showed enough of a rise in foreign investments to  offset the current account gap for the month.
Business,"NEW YORK (Reuters) - Rural hospital operator LifePoint  Hospitals Inc.  LPNT.O  agreed to buy rival Province Healthcare  Co.  PRV.N  for $1.0 billion in cash and stock to broaden its  geographic reach, the companies said on Monday."
Entertainment,"AP - President Bush will face a home-video barrage four weeks before the election: ""Fahrenheit 9/11,"" Michael Moore's assault on Bush's handling of the Sept. 11 attacks, debuts on DVD and videotape Oct. 5."
Entertainment,"Reuters - A white-suited Michael Jackson
waved and smiled to cheering fans as he and his family went to
court on Monday to watch his attorney spar with the prosecutor
who has twice charged the self-proclaimed king of pop with
child molestation."
Entertainment,SANTA MARIA (Reuters) - A white-suited Michael Jackson  waved and smiled to cheering fans as he and his family went to  court on Monday to watch his attorney spar with the prosecutor  who has twice charged the self-proclaimed king of pop with  child molestation.
U.S.,SANTA MARIA (Reuters) - A white-suited Michael Jackson  waved and smiled to cheering fans as he and his family went to  court on Monday to watch his attorney spar with the prosecutor  who has twice charged the self-proclaimed king of pop with  child molestation.
Europe,"AFP - Amid speculation the French oil group Total could attempt a hostile takeover of rival Royal Dutch/Shell, remarks by a top Total executive and market analysts suggest the time is not right for such a move."
Top News,SANTA MARIA (Reuters) - A white-suited Michael Jackson  waved and smiled to cheering fans as he and his family went to  court on Monday to watch his attorney spar with the prosecutor  who has twice charged the self-proclaimed king of pop with  child molestation.
Business,"NEW YORK (Reuters) - Photon Dynamics Inc.  PHTN.O , shares  rose after the closing bell, when the company raised its  quarterly revenue forecast, citing a higher proportion of sales  of repair systems."
Entertainment,AP - A look at NBC's coverage of the summer Olympic games from Athens:
Sports,"AP - Twenty years later, the boys are back on the medal stand. The American men's gymnastics program, long overlooked and often unappreciated, won Olympic silver Monday, capping a four-year rebuilding project to take home a medal for the first time since the boycotted 1984 Games."
Sports,"AP - The NFL told its coaches Monday that they must be more specific than they have been in reporting player injuries, saying the current wording of the policy ""invites action that runs counter to our intent."""
Sports,ATHENS (Reuters) - Japan revived memories of their glorious  gymnastics past when they upstaged favorites China and the  United States to snatch the Olympic men's team gold for the  first time in 28 years on Monday.
Sports,ATHENS (Reuters) - The dream of emulating Mark Spitz's  seven Olympic gold medals is over for Michael Phelps but the  American refused to be disappointed after finishing third in  the most eagerly-awaited race of the Athens Games Monday.
Sports,ATHENS (Reuters) - Natalie Coughlin's run of bad luck  finally took a turn for the better when she won the gold medal  in the women's 100 meters backstroke at the Athens Olympics  Monday.
Sports,ATHENS (Reuters) - World 100 meters champion Torri Edwards  will learn Tuesday if she will be able to compete in the Athens  Olympics after a positive test for the stimulant nikethamide.
Sports,"The United States men's gymnastics team wins the silver Monday, taking home a medal for the first time since the boycotted 1984 Games."
Europe,"AFP - More than 90,000 people, according to organisers, hit the streets of several German cities Monday to protest looming cuts in unemployment benefits, continuing a series of weekly protests against government reforms."
Europe,"AFP - Amid speculation the French oil group Total could attempt a hostile takeover of rival Royal Dutch/Shell, remarks by a top Total executive and market analysts suggest the time is not right for such a move."
Business,"Reuters - Google Inc. appeared set
to start trading on Nasdaq on Wednesday, after the Web's No. 1
search engine asked regulators on Monday for final approval to
price its closely watched initial public offering."
Business,"AFP - More than 90,000 people, according to organisers, hit the streets of several German cities Monday to protest looming cuts in unemployment benefits, continuing a series of weekly protests against government reforms."
Business,NEW YORK (Reuters) - U.S. Treasuries slipped on Monday as  investors focused on a pullback in oil prices from record highs  and largely shrugged off dismal results from a regional  manufacturing survey.
Sports,AP - Marshall has brought some welcome attention to the Mid-American Conference since returning to the league in 1997.
